ID,tsne   dim 1,tsne dim 2,Cluster
SRR11605054.3391,19.884455,21.719229,11
SRR11605054.3392,-25.04618,-10.862781,2
SRR11605054.3393,-17.125553,-3.5773642,5
SRR11605054.3394,-11.962093,30.144972,1
SRR11605054.3395,7.430953,-21.432487,12
SRR11605054.3396,21.588924,16.604904,11
SRR11605054.3397,-8.528703,14.24326,0
SRR11605054.3398,15.579625,8.831457,12
SRR11605054.3399,-10.673962,-23.369474,6
SRR11605054.3400,-16.530346,26.100489,1
SRR11605054.3401,-9.583261,28.495646,1
SRR11605054.3402,-17.663267,26.041893,1
SRR11605054.3403,-6.5197897,2.8287532,-1
SRR11605054.3404,-1.9183527,-0.24407773,3
SRR11605054.3405,-9.535066,14.843682,0
SRR11605054.3406,0.63055384,-18.030724,-1
SRR11605054.3407,7.7735114,-20.885649,12
SRR11605054.3408,-2.9177372,-12.224103,9
SRR11605054.3409,17.185608,-7.2467823,12
SRR11605054.3410,7.430846,-21.432428,12
SRR11605054.3411,-17.548822,21.066397,-1
SRR11605054.3412,-8.442424,-1.8981459,3
SRR11605054.3413,7.773632,-20.885895,12
SRR11605054.3414,-15.283714,-20.984425,7
SRR11605054.3415,19.118996,22.971302,11
SRR11605054.3416,18.4934,-10.329241,12
SRR11605054.3417,18.584702,13.836246,11
SRR11605054.3418,1.8674337,-13.49681,-1
SRR11605054.3419,-17.0117,-3.5768762,5
SRR11605054.3420,17.446115,2.7336838,12
SRR11605054.3421,-11.327002,23.951662,1
SRR11605054.3422,15.253544,-7.3939457,12
SRR11605054.3423,-15.453095,-20.492594,7
SRR11605054.3424,7.578998,9.292723,-1
SRR11605054.3425,-0.18637203,2.31184,-1
SRR11605054.3426,-11.259564,28.25234,1
SRR11605054.3427,-11.221299,-23.324741,6
SRR11605054.3428,-1.3157263,5.0883684,-1
SRR11605054.3429,-19.659172,-22.008663,7
SRR11605054.3430,14.051658,1.8618622,12
SRR11605054.3431,25.371672,8.392869,10
SRR11605054.3432,11.434952,14.265652,-1
SRR11605054.3433,15.872556,17.31348,11
SRR11605054.3434,-17.652262,-22.167658,7
SRR11605054.3435,-4.979126,-4.8173847,3
SRR11605054.3436,-13.667522,24.841686,1
SRR11605054.3437,-20.218407,-10.463781,2
SRR11605054.3438,-9.535066,14.843682,0
SRR11605054.3439,20.798735,17.350744,11
SRR11605054.3440,7.773301,-20.886892,12
SRR11605054.3441,-7.4871025,14.84589,0
SRR11605054.3442,10.354557,-3.6009974,-1
SRR11605054.3443,14.144138,-10.154432,12
SRR11605054.3444,18.913904,-1.5853904,12
SRR11605054.3445,16.911467,-3.167431,12
SRR11605054.3446,-5.0042715,2.875077,-1
SRR11605054.3447,-7.7649293,11.792204,0
SRR11605054.3448,19.88443,21.719252,11
SRR11605054.3449,-3.9891083,-13.156023,9
SRR11605054.3450,-13.019665,26.296452,1
SRR11605054.3451,7.4303193,-21.433046,12
SRR11605054.3452,7.430714,-21.432343,12
SRR11605054.3453,18.493391,-10.329295,12
SRR11605054.3454,16.157383,-7.6619706,12
SRR11605054.3455,18.476646,19.295923,11
SRR11605054.3456,7.4307756,-21.431946,12
SRR11605054.3457,16.946909,-5.2489357,12
SRR11605054.3458,-20.140608,-19.111485,7
SRR11605054.3459,-3.9647467,-13.159785,9
SRR11605054.3460,-19.956955,-23.341173,7
SRR11605054.3461,-14.624656,-21.211258,7
SRR11605054.3462,-12.896294,-12.769601,9
SRR11605054.3463,-3.813155,-2.378827,3
SRR11605054.3464,-5.388245,-2.3676968,3
SRR11605054.3465,25.371296,8.3917,10
SRR11605054.3466,18.697325,3.623205,12
SRR11605054.3467,15.734598,0.8704953,12
SRR11605054.3468,-11.259554,28.25224,1
SRR11605054.3469,7.788491,-20.858406,12
SRR11605054.3470,-19.659172,-22.008663,7
SRR11605054.3471,-17.145113,20.397293,-1
SRR11605054.3472,19.873869,4.0482063,12
SRR11605054.3473,18.746702,19.607931,11
SRR11605054.3474,-9.535066,14.843682,0
SRR11605054.3475,-10.665364,-13.253315,9
SRR11605054.3476,16.615612,7.9677577,12
SRR11605054.3477,-19.659172,-22.008663,7
SRR11605054.3478,-8.413718,13.686278,0
SRR11605054.3479,16.02785,-8.185303,12
SRR11605054.3480,4.2357745,5.0075774,-1
SRR11605054.3481,19.635408,-3.177767,12
SRR11605054.3482,-9.583261,28.495646,1
SRR11605054.3483,-7.7588367,1.2502012,3
SRR11605054.3484,-12.825432,12.353057,-1
SRR11605054.3485,16.338703,10.581637,12
SRR11605054.3486,10.720989,-3.5466182,-1
SRR11605054.3487,-24.533875,-11.857998,2
SRR11605054.3488,13.843048,-6.1448097,-1
SRR11605054.3489,12.522022,5.8845873,-1
SRR11605054.3490,16.993214,7.137049,12
SRR11605054.3491,7.6940823,-2.1156898,-1
SRR11605054.3492,7.783277,-20.869436,12
SRR11605054.3493,-1.9183527,-0.24407773,3
SRR11605054.3494,8.067207,3.3377879,-1
SRR11605054.3495,7.778889,-20.876614,12
SRR11605054.3496,7.430908,-21.43281,12
SRR11605054.3497,-11.979401,30.298914,1
SRR11605054.3498,-0.7305476,-21.969236,-1
SRR11605054.3499,15.325589,-8.861828,12
SRR11605054.3500,5.8969913,20.757463,8
SRR11605054.3501,-9.144306,-1.4237689,3
SRR11605054.3502,16.338703,10.581637,12
SRR11605054.3503,-0.5070975,-22.215017,-1
SRR11605054.3504,-8.852239,28.260366,1
SRR11605054.3505,18.233526,3.3805194,12
SRR11605054.3506,18.493404,-10.329244,12
SRR11605054.3507,-8.412778,14.099465,0
SRR11605054.3508,3.1430101,12.529157,-1
SRR11605054.3509,19.88443,21.719252,11
SRR11605054.3510,18.232008,-7.8352394,12
SRR11605054.3511,20.48347,13.268289,-1
SRR11605054.3512,21.58912,16.604874,11
SRR11605054.3513,7.430637,-21.432821,12
SRR11605054.3514,-15.46367,-20.482437,7
SRR11605054.3515,18.562462,0.68910587,12
SRR11605054.3516,7.7814703,-20.87201,12
SRR11605054.3517,20.568506,22.24268,11
SRR11605054.3518,-24.407719,-8.486141,2
SRR11605054.3519,-10.689285,-10.8453045,9
SRR11605054.3520,-9.462705,-16.57607,-1
SRR11605054.3521,7.778846,-20.8762,12
SRR11605054.3522,-17.125553,-3.5773642,5
SRR11605054.3523,21.58912,16.604874,11
SRR11605054.3524,14.943102,7.0998545,12
SRR11605054.3525,25.370499,8.394926,10
SRR11605054.3526,15.734666,0.87062955,12
SRR11605054.3527,-26.401659,3.2166703,4
SRR11605054.3528,15.340061,11.710417,12
SRR11605054.3529,16.795755,-6.888239,12
SRR11605054.3530,-19.062523,-19.071413,7
SRR11605054.3531,-15.048223,27.74102,1
SRR11605054.3532,-5.154746,-4.0594673,3
SRR11605054.3533,-14.516181,26.440851,1
SRR11605054.3534,7.6940823,-2.1156898,-1
SRR11605054.3535,-19.659172,-22.008663,7
SRR11605054.3536,-18.03015,-3.9763608,5
SRR11605054.3537,-22.730722,-9.792549,2
SRR11605054.3538,-14.976347,24.22649,1
SRR11605054.3539,15.406653,-8.463175,12
SRR11605054.3540,-4.476784,-16.52728,9
SRR11605054.3541,17.725513,-8.183681,12
SRR11605054.3542,15.872556,17.31348,11
SRR11605054.3543,-8.702018,-22.524622,6
SRR11605054.3544,17.717472,6.6111574,12
SRR11605054.3545,19.674984,4.50638,12
SRR11605054.3546,-17.47966,22.988848,1
SRR11605054.3547,4.2357745,5.0075774,-1
SRR11605054.3548,-15.283714,-20.984425,7
SRR11605054.3549,15.05788,-6.361013,12
SRR11605054.3550,25.370708,8.394556,10
SRR11605054.3551,-17.026445,20.157515,-1
SRR11605054.3552,-16.161806,23.107613,1
SRR11605054.3553,-8.596308,-1.4606329,3
SRR11605054.3554,-11.929978,22.16965,1
SRR11605054.3555,-18.770351,-1.3608875,5
SRR11605054.3556,-20.851784,-8.189649,2
SRR11605054.3557,6.4025965,-22.616924,12
SRR11605054.3558,7.432928,-21.427694,12
SRR11605054.3559,5.3025,-4.380001,-1
SRR11605054.3560,9.955923,-8.431453,-1
SRR11605054.3561,7.778718,-20.87667,12
SRR11605054.3562,-9.461887,-16.576742,-1
SRR11605054.3563,-6.5189867,14.756611,0
SRR11605054.3564,-12.432917,12.954143,0
SRR11605054.3565,-24.212824,5.7316947,4
SRR11605054.3566,7.4328175,-21.428556,12
SRR11605054.3567,3.9780543,1.73493,-1
SRR11605054.3568,-12.067022,27.3933,1
SRR11605054.3569,-15.965665,-17.522068,-1
SRR11605054.3570,16.220604,18.498827,11
SRR11605054.3571,10.720989,-3.5466182,-1
SRR11605054.3572,19.207216,0.2564017,12
SRR11605054.3573,17.139402,9.58495,12
SRR11605054.3574,-11.480524,-2.0316024,3
SRR11605054.3575,7.4310384,-21.431616,12
SRR11605054.3576,18.801298,-1.1828103,12
SRR11605054.3577,-8.596308,-1.4606329,3
SRR11605054.3578,-3.813155,-2.378827,3
SRR11605054.3579,-19.659172,-22.008663,7
SRR11605054.3580,25.370811,8.395965,10
SRR11605054.3581,-24.305973,4.6861925,4
SRR11605054.3582,-25.477127,-9.383965,2
SRR11605054.3583,16.297472,-6.963723,12
SRR11605054.3584,19.288437,-5.064931,12
SRR11605054.3585,-20.140043,-19.10759,7
SRR11605054.3586,19.825575,21.593151,11
SRR11605054.3587,-24.784338,-11.360155,2
SRR11605054.3588,19.825575,21.593151,11
SRR11605054.3589,5.305068,-4.3824263,-1
SRR11605054.3590,-12.887004,-12.76002,9
SRR11605054.3591,-10.695072,22.587849,1
SRR11605054.3592,-21.28414,5.8869567,4
SRR11605054.3593,-8.4976015,-22.697546,6
SRR11605054.3594,-15.379271,22.549112,1
SRR11605054.3595,6.632181,-20.75642,12
SRR11605054.3596,-10.510176,-11.436929,9
SRR11605054.3597,11.573195,14.348771,-1
SRR11605054.3598,-0.48694345,-22.216074,-1
SRR11605054.3599,-9.059724,14.579884,0
SRR11605054.3600,19.764397,2.8384457,12
SRR11605054.3601,16.381823,-6.825778,12
SRR11605054.3602,6.6315303,-20.757338,12
SRR11605054.3603,25.188265,7.5669804,10
SRR11605054.3604,-15.531085,23.299519,1
SRR11605054.3605,-11.763336,24.220171,1
SRR11605054.3606,12.392081,5.7537656,-1
SRR11605054.3607,6.6307836,-20.75921,12
SRR11605054.3608,19.001738,22.819597,11
SRR11605054.3609,24.94716,8.391299,10
SRR11605054.3610,-26.565199,4.6053863,4
SRR11605054.3611,-2.2358825,-5.7592616,3
SRR11605054.3612,11.573195,14.348771,-1
SRR11605054.3613,-24.289568,4.7398386,4
SRR11605054.3614,-0.72211653,-21.833397,-1
SRR11605054.3615,4.501483,-10.979595,-1
SRR11605054.3616,5.2674336,4.4038634,-1
SRR11605054.3617,6.921284,-20.370481,12
SRR11605054.3618,-19.709612,-17.732988,-1
SRR11605054.3619,-20.140053,-19.107574,7
SRR11605054.3620,19.718609,-8.255239,12
SRR11605054.3621,-19.619085,-22.058207,7
SRR11605054.3622,21.57889,16.59593,11
SRR11605054.3623,11.697429,9.212403,-1
SRR11605054.3624,-16.436346,-17.83096,-1
SRR11605054.3625,17.873392,-1.0912191,12
SRR11605054.3626,15.787984,0.99194765,12
SRR11605054.3627,18.016336,7.148866,12
SRR11605054.3628,16.252588,-0.52862334,12
SRR11605054.3629,-6.7972283,2.595819,-1
SRR11605054.3630,-20.11805,-10.948624,-1
SRR11605054.3631,3.7453582,1.4261388,-1
SRR11605054.3632,-15.790968,-2.7534084,5
SRR11605054.3633,-9.060007,14.580427,0
SRR11605054.3634,-15.867697,-2.7477846,5
SRR11605054.3635,-14.460099,25.455364,1
SRR11605054.3636,-6.797457,3.3016648,-1
SRR11605054.3637,-26.597801,4.093238,4
SRR11605054.3638,-10.504461,-1.9833753,3
SRR11605054.3639,-17.681095,-20.583689,7
SRR11605054.3640,17.40565,-8.554768,12
SRR11605054.3641,-8.388775,-10.428967,9
SRR11605054.3642,-0.7266503,-21.930943,-1
SRR11605054.3643,6.920155,-20.371002,12
SRR11605054.3644,-8.842452,-23.769043,6
SRR11605054.3645,-20.330828,-2.374692,5
SRR11605054.3646,19.825203,21.592804,11
SRR11605054.3647,16.252584,-0.5285919,12
SRR11605054.3648,15.788028,0.9920755,12
SRR11605054.3649,11.573154,14.348746,-1
SRR11605054.3650,16.602098,17.766634,11
SRR11605054.3651,16.36219,13.648292,-1
SRR11605054.3652,-24.23921,-11.668917,2
SRR11605054.3653,6.917348,-20.375536,12
SRR11605054.3654,8.087727,19.886656,8
SRR11605054.3655,-10.178814,-21.831514,6
SRR11605054.3656,-6.3761854,2.8649948,-1
SRR11605054.3657,10.350921,-3.583856,-1
SRR11605054.3658,14.167797,-10.192285,12
SRR11605054.3659,5.2034564,4.971572,-1
SRR11605054.3660,13.990615,3.3295138,12
SRR11605054.3661,19.65538,4.568976,12
SRR11605054.3662,16.381786,-6.8256817,12
SRR11605054.3663,18.79616,2.793074,12
SRR11605054.3664,24.94716,8.391299,10
SRR11605054.3665,-24.985693,-10.810032,2
SRR11605054.3666,5.4746175,21.463509,8
SRR11605054.3667,-18.663822,-3.505536,5
SRR11605054.3668,6.6326785,-20.756207,12
SRR11605054.3669,11.573195,14.348771,-1
SRR11605054.3670,6.9170914,-20.374483,12
SRR11605054.3671,6.9139867,-20.378906,12
SRR11605054.3672,-14.695917,-23.423185,-1
SRR11605054.3673,-0.7266503,-21.930943,-1
SRR11605054.3674,-24.784338,-11.360155,2
SRR11605054.3675,17.424831,1.3205506,12
SRR11605054.3676,-10.487803,-10.553821,9
SRR11605054.3677,17.706795,21.112871,11
SRR11605054.3678,6.038394,-22.427357,12
SRR11605054.3679,19.825575,21.593151,11
SRR11605054.3680,17.642815,12.136679,12
SRR11605054.3681,7.391566,-3.224763,-1
SRR11605054.3682,19.006983,-1.4886297,12
SRR11605054.3683,-8.4976015,-22.697546,6
SRR11605054.3684,17.756071,6.653412,12
SRR11605054.3685,-9.024159,-15.663123,-1
SRR11605054.3686,17.043158,8.48053,12
SRR11605054.3687,6.632582,-20.757782,12
SRR11605054.3688,-12.861579,-12.751958,9
SRR11605054.3689,-20.590399,-11.249254,2
SRR11605054.3690,19.007044,-1.4886066,12
SRR11605054.3691,-18.55325,-24.000523,7
SRR11605054.3692,-24.289806,4.7398424,4
SRR11605054.3693,6.9157495,-20.376556,12
SRR11605054.3694,21.43968,15.500738,11
SRR11605054.3695,10.620438,-3.0065596,-1
SRR11605054.3696,-11.234185,23.03711,1
SRR11605054.3697,-3.6171355,15.017747,0
SRR11605054.3698,6.917795,-20.373747,12
SRR11605054.3699,-5.5573406,-14.130749,9
SRR11605054.3700,-10.597214,-2.639882,3
SRR11605054.3701,6.9156837,-20.374947,12
SRR11605054.3702,7.188805,20.120249,8
SRR11605054.3703,6.9151335,-20.375782,12
SRR11605054.3704,-9.060007,14.580427,0
SRR11605054.3705,16.683697,-0.98171246,12
SRR11605054.3706,-10.603601,27.231493,1
SRR11605054.3707,15.416744,-8.485924,12
SRR11605054.3708,-6.5470576,-14.885392,9
SRR11605054.3709,-15.0834675,-1.7330323,5
SRR11605054.3710,11.0429735,7.3500566,-1
SRR11605054.3711,-19.599598,-21.96999,7
SRR11605054.3712,-15.8502245,-21.69893,7
SRR11605054.3713,6.914092,-20.377771,12
SRR11605054.3714,19.691673,-8.160772,12
SRR11605054.3715,13.86037,-6.139632,-1
SRR11605054.3716,-22.066605,6.47737,4
SRR11605054.3717,-12.085412,23.69037,1
SRR11605054.3718,-6.5082364,2.8419225,-1
SRR11605054.3719,6.914453,-20.37734,12
SRR11605054.3720,23.027319,8.133263,10
SRR11605054.3721,6.914605,-20.376772,12
SRR11605054.3722,-16.193792,-3.2368202,5
SRR11605054.3723,4.206778,1.8897883,-1
SRR11605054.3724,6.6325965,-20.756386,12
SRR11605054.3725,17.904387,18.755198,11
SRR11605054.3726,17.804361,18.313457,11
SRR11605054.3727,-8.810464,26.917784,1
SRR11605054.3728,11.707706,-7.184692,-1
SRR11605054.3729,17.873438,-1.0911542,12
SRR11605054.3730,6.6314993,-20.756582,12
SRR11605054.3731,-3.5056775,-6.5838313,3
SRR11605054.3732,6.9182887,-20.373426,12
SRR11605054.3733,-17.72191,-1.707226,5
SRR11605054.3734,6.9183707,-20.37341,12
SRR11605054.3735,4.7768164,4.4663334,-1
SRR11605054.3736,-14.423225,27.324945,1
SRR11605054.3737,17.257175,1.4928142,12
SRR11605054.3738,6.632314,-20.755985,12
SRR11605054.3739,-9.408047,-9.533864,-1
SRR11605054.3740,-24.053307,-10.38126,2
SRR11605054.3741,-0.48694345,-22.216074,-1
SRR11605054.3742,-10.672726,-10.837337,9
SRR11605054.3743,-8.061713,-10.233474,-1
SRR11605054.3744,19.825575,21.593151,11
SRR11605054.3745,15.884583,10.449418,12
SRR11605054.3746,-12.870102,28.259064,1
SRR11605054.3747,16.837402,-6.661588,12
SRR11605054.3748,-9.060007,14.580427,0
SRR11605054.3749,-24.206438,5.7852874,4
SRR11605054.3750,19.319624,22.387304,11
SRR11605054.3751,4.227999,5.0110073,-1
SRR11605054.3752,-9.16582,16.189232,0
SRR11605054.3753,3.3999207,13.411177,-1
SRR11605054.3754,3.3474393,5.826257,-1
SRR11605054.3755,16.976608,-3.088514,12
SRR11605054.3756,-10.187543,-23.207352,6
SRR11605054.3757,-8.4976015,-22.697546,6
SRR11605054.3758,-0.9462127,-3.1023848,3
SRR11605054.3759,-9.060007,14.580427,0
SRR11605054.3760,-21.28414,5.8869567,4
SRR11605054.3761,-15.260868,26.149992,1
SRR11605054.3762,5.324295,-4.3832235,-1
SRR11605054.3763,-18.684074,-1.2965726,5
SRR11605054.3764,19.825203,21.592804,11
SRR11605054.3765,12.028326,9.241104,-1
SRR11605054.3766,13.306032,3.456326,-1
SRR11605054.3767,-18.404179,-3.875228,5
SRR11605054.3768,-1.7995574,-17.760244,-1
SRR11605054.3769,-24.289568,4.7398386,4
SRR11605054.3770,-19.599598,-21.96999,7
SRR11605054.3771,17.255438,10.976557,12
SRR11605054.3772,-25.659319,2.6788218,4
SRR11605054.3773,-11.264687,28.33117,1
SRR11605054.3774,-0.98697895,-3.1308506,3
SRR11605054.3775,-0.98697895,-3.1308506,3
SRR11605054.3776,25.501621,9.344355,10
SRR11605054.3777,-10.364958,26.59431,1
SRR11605054.3778,-20.185522,-10.4767475,2
SRR11605054.3779,-19.599598,-21.96999,7
SRR11605054.3780,17.458725,7.179916,12
SRR11605054.3781,6.6324725,-20.755522,12
SRR11605054.3782,14.921526,18.74994,-1
SRR11605054.3783,-4.774122,-13.566232,9
SRR11605054.3784,-12.055916,25.266632,1
SRR11605054.3785,-27.18849,5.1134944,4
SRR11605054.3786,-6.7019014,12.735308,0
SRR11605054.3787,-8.4976015,-22.697546,6
SRR11605054.3788,-24.289879,4.7398715,4
SRR11605054.3789,-19.599598,-21.96999,7
SRR11605054.3790,20.816494,-2.2149594,12
SRR11605054.3791,-14.610471,-15.559215,-1
SRR11605054.3792,-4.007277,-13.249441,9
SRR11605054.3793,6.631795,-20.756487,12
SRR11605054.3794,19.623476,-3.0538087,12
SRR11605054.3795,12.031933,9.248024,-1
SRR11605054.3796,19.825575,21.593151,11
SRR11605054.3797,-2.6137607,-2.915714,3
SRR11605054.3798,1.5335073,0.62049884,-1
SRR11605054.3799,6.632208,-20.755386,12
SRR11605054.3800,-12.891966,29.657373,1
SRR11605054.3801,3.2659054,13.683156,-1
SRR11605054.3802,6.6314354,-20.756838,12
SRR11605054.3803,24.94716,8.391299,10
SRR11605054.3804,-22.66315,5.947579,4
SRR11605054.3805,11.423959,14.100386,-1
SRR11605054.3806,12.700051,12.86281,-1
SRR11605054.3807,-11.264687,28.33117,1
SRR11605054.3808,-9.458592,-16.577604,-1
SRR11605054.3809,-24.28949,4.739807,4
SRR11605054.3810,-24.206438,5.7852874,4
SRR11605054.3811,5.305068,-4.3824263,-1
SRR11605054.3812,25.188265,7.5669804,10
SRR11605054.3813,-18.688562,-23.71856,7
SRR11605054.3814,20.453096,15.348971,11
SRR11605054.3815,-24.985693,-10.810032,2
SRR11605054.3816,-23.249752,3.0926447,4
SRR11605054.3817,11.573195,14.348771,-1
SRR11605054.3818,6.631342,-20.758003,12
SRR11605054.3819,6.6312475,-20.757475,12
SRR11605054.3820,20.122087,-0.04538858,12
SRR11605054.3821,-4.4745116,-16.527185,9
SRR11605054.3822,-25.424025,4.7344303,4
SRR11605054.3823,6.6319537,-20.755447,12
SRR11605054.3824,18.161774,-3.088903,12
SRR11605054.3825,6.6326513,-20.755163,12
SRR11605054.3826,19.224815,-3.2640405,12
SRR11605054.3827,17.21423,-8.24628,12
SRR11605054.3828,12.59225,13.061532,-1
SRR11605054.3829,25.50171,9.34432,10
SRR11605054.3830,-11.444292,30.45683,1
SRR11605054.3831,-10.636747,19.249262,-1
SRR11605054.3832,10.350921,-3.583856,-1
SRR11605054.3833,-20.196692,7.443379,-1
SRR11605054.3834,-13.756528,-14.513307,-1
SRR11605054.3835,17.985413,10.932024,12
SRR11605054.3836,-14.966461,27.784687,1
SRR11605054.3837,-7.0875535,1.2731328,3
SRR11605054.3838,-12.848299,25.654541,1
SRR11605054.3839,2.1784852,13.815408,-1
SRR11605054.3840,12.885354,-19.232168,-1
SRR11605054.3841,-17.486645,-3.2545638,5
SRR11605054.3842,18.429607,17.108255,11
SRR11605054.3843,-24.29865,-10.837696,2
SRR11605054.3844,-14.842418,24.715048,1
SRR11605054.3845,7.696829,-2.1127439,-1
SRR11605054.3846,2.473423,-24.134369,-1
SRR11605054.3847,5.6520214,-19.772821,12
SRR11605054.3848,-17.739967,-1.6769831,5
SRR11605054.3849,16.593214,17.768137,11
SRR11605054.3850,5.652119,-19.773054,12
SRR11605054.3851,-5.15334,-4.063028,3
SRR11605054.3852,16.820183,-6.4918203,12
SRR11605054.3853,5.9168043,-19.509996,12
SRR11605054.3854,-9.405391,-9.530307,-1
SRR11605054.3855,15.916566,12.094355,12
SRR11605054.3856,18.01839,-1.6131333,12
SRR11605054.3857,-0.7110669,-21.826527,-1
SRR11605054.3858,5.9133286,-19.512993,12
SRR11605054.3859,-16.732147,25.392803,1
SRR11605054.3860,-23.505068,5.6734304,4
SRR11605054.3861,10.609696,-3.0026622,-1
SRR11605054.3862,19.283903,22.387186,11
SRR11605054.3863,-11.587387,-24.050627,6
SRR11605054.3864,5.912226,-19.514332,12
SRR11605054.3865,17.260736,9.629799,12
SRR11605054.3866,5.652048,-19.773003,12
SRR11605054.3867,5.6520925,-19.77294,12
SRR11605054.3868,-14.603385,-15.554905,-1
SRR11605054.3869,5.9139314,-19.512291,12
SRR11605054.3870,5.651963,-19.772694,12
SRR11605054.3871,5.9228473,-19.507744,12
SRR11605054.3872,-23.68563,-10.416445,2
SRR11605054.3873,-3.5069542,-6.588737,3
SRR11605054.3874,5.9141645,-19.51198,12
SRR11605054.3875,19.582214,-3.0084527,12
SRR11605054.3876,-14.426231,24.96524,1
SRR11605054.3877,-21.839773,-11.696327,2
SRR11605054.3878,-8.0300045,3.8357103,-1
SRR11605054.3879,6.7843146,-2.3287072,-1
SRR11605054.3880,-14.97292,22.17935,1
SRR11605054.3881,-8.623834,-1.4782542,3
SRR11605054.3882,-16.826515,-21.55447,7
SRR11605054.3883,25.181328,7.567638,10
SRR11605054.3884,16.30241,-0.49090022,12
SRR11605054.3885,-7.864244,15.921139,0
SRR11605054.3886,-18.443472,-3.9677784,5
SRR11605054.3887,9.503287,20.97532,8
SRR11605054.3888,5.9256954,-19.503757,12
SRR11605054.3889,-14.909216,27.810884,1
SRR11605054.3890,17.664112,12.155464,12
SRR11605054.3891,-17.453161,-23.348587,7
SRR11605054.3892,-9.004143,15.365513,0
SRR11605054.3893,-8.162071,-2.7412643,3
SRR11605054.3894,-25.058844,5.589919,4
SRR11605054.3895,-17.736555,-1.7072461,5
SRR11605054.3896,-11.280649,28.393726,1
SRR11605054.3897,-6.411398,15.690685,0
SRR11605054.3898,-7.217235,26.837223,-1
SRR11605054.3899,-24.582628,4.7109313,4
SRR11605054.3900,-4.970494,-4.831665,3
SRR11605054.3901,5.652005,-19.772987,12
SRR11605054.3902,-18.1781,-20.06256,7
SRR11605054.3903,6.466056,-6.1086626,-1
SRR11605054.3904,-12.653078,22.39638,1
SRR11605054.3905,24.353214,8.754557,10
SRR11605054.3906,-12.759174,12.395166,-1
SRR11605054.3907,17.232048,-6.611368,12
SRR11605054.3908,-5.4967847,-14.101097,9
SRR11605054.3909,-9.003551,14.591447,0
SRR11605054.3910,-12.026337,24.819218,1
SRR11605054.3911,2.9074478,12.473188,-1
SRR11605054.3912,19.5822,-3.0084708,12
SRR11605054.3913,18.0353,2.5477486,12
SRR11605054.3914,19.582222,-3.0084608,12
SRR11605054.3915,5.6509795,-19.772598,12
SRR11605054.3916,-8.845154,-15.605374,9
SRR11605054.3917,-1.9046863,-0.24403128,3
SRR11605054.3918,5.9120116,-19.51432,12
SRR11605054.3919,-4.4794683,-16.766571,9
SRR11605054.3920,-5.1498117,-4.0697474,3
SRR11605054.3921,-14.310734,23.20163,1
SRR11605054.3922,19.462667,0.72272146,12
SRR11605054.3923,-25.066362,-10.234981,2
SRR11605054.3924,17.536415,-8.694572,12
SRR11605054.3925,-25.175367,3.2167664,4
SRR11605054.3926,-25.608032,-10.473608,2
SRR11605054.3927,20.833807,1.5865022,-1
SRR11605054.3928,-3.5164883,-6.596722,3
SRR11605054.3929,-10.718677,26.93881,1
SRR11605054.3930,2.6799302,-12.6994095,-1
SRR11605054.3931,-15.30387,-21.174105,7
SRR11605054.3932,16.887465,7.9946594,12
SRR11605054.3933,-21.436157,4.8004794,4
SRR11605054.3934,-11.163169,-23.529541,6
SRR11605054.3935,-22.954939,-11.489922,2
SRR11605054.3936,-8.512815,-5.7835484,-1
SRR11605054.3937,18.26494,9.123206,12
SRR11605054.3938,11.652521,14.447055,-1
SRR11605054.3939,1.6196723,0.59720016,-1
SRR11605054.3940,-0.9881596,-3.131364,3
SRR11605054.3941,-8.741899,14.166499,0
SRR11605054.3942,-5.4511814,-4.3875823,3
SRR11605054.3943,-20.804922,-1.4716055,5
SRR11605054.3944,-5.390575,-12.122489,9
SRR11605054.3945,4.8202667,-10.413649,-1
SRR11605054.3946,-8.469081,-22.733074,6
SRR11605054.3947,8.214589,10.94594,-1
SRR11605054.3948,5.6519213,-19.7724,12
SRR11605054.3949,-4.689472,-16.059877,9
SRR11605054.3950,5.9126143,-19.516169,12
SRR11605054.3951,7.5764017,9.295324,-1
SRR11605054.3952,-3.5590348,-6.5547814,3
SRR11605054.3953,15.840721,1.0470608,12
SRR11605054.3954,-21.643267,-10.9729185,2
SRR11605054.3955,-22.145864,4.2796774,4
SRR11605054.3956,-14.685778,21.87061,1
SRR11605054.3957,-9.61085,-21.558401,6
SRR11605054.3958,-24.582653,4.7109623,4
SRR11605054.3959,-11.674511,-15.08643,9
SRR11605054.3960,15.061977,-4.2992644,-1
SRR11605054.3961,-5.3593326,-14.016177,9
SRR11605054.3962,-16.06597,-18.905539,7
SRR11605054.3963,-8.469081,-22.733074,6
SRR11605054.3964,19.063663,-1.473413,12
SRR11605054.3965,-4.492045,-16.510231,9
SRR11605054.3966,11.698393,9.215096,-1
SRR11605054.3967,-12.831201,28.284576,1
SRR11605054.3968,5.625757,21.150425,8
SRR11605054.3969,5.6518984,-19.773191,12
SRR11605054.3970,12.034697,9.25054,-1
SRR11605054.3971,-21.373653,6.3554497,4
SRR11605054.3972,-8.470103,-22.728533,6
SRR11605054.3973,-11.280633,28.393677,1
SRR11605054.3974,19.084799,21.572412,11
SRR11605054.3975,-23.447536,-11.481265,2
SRR11605054.3976,-17.736555,-1.7072461,5
SRR11605054.3977,-15.610023,2.6707633,-1
SRR11605054.3978,-2.6451654,15.007533,-1
SRR11605054.3979,-12.750762,20.916727,1
