ID,tsne dim 1,tsne dim 2,Cluster
SRR11605054.3249,2.1024492,19.450672,9
SRR11605054.3250,1.7019469,-4.3516803,11
SRR11605054.3251,0.9651868,-7.703934,11
SRR11605054.3252,3.676553,23.651506,8
SRR11605054.3253,-19.272867,-4.8578825,1
SRR11605054.3254,-8.276863,-14.091734,3
SRR11605054.3255,8.875575,-12.758541,-1
SRR11605054.3256,-23.844719,-6.0049434,1
SRR11605054.3257,3.9211044,27.330307,8
SRR11605054.3258,11.238485,0.867435,-1
SRR11605054.3259,-0.045480143,-15.292619,11
SRR11605054.3260,-5.6454763,-2.3195045,-1
SRR11605054.3261,9.501273,21.223629,2
SRR11605054.3262,-7.5601797,-6.217031,-1
SRR11605054.3263,7.4152575,1.5866143,11
SRR11605054.3264,2.1538231,17.718609,9
SRR11605054.3265,7.417186,1.5868582,11
SRR11605054.3266,7.417488,1.5868723,11
SRR11605054.3267,7.4153953,1.586707,11
SRR11605054.3268,7.0930414,1.2875749,11
SRR11605054.3269,-0.35853282,-22.155169,11
SRR11605054.3270,-0.27846274,0.9857505,-1
SRR11605054.3271,0.659661,-5.9667416,11
SRR11605054.3272,-8.940634,-14.691386,3
SRR11605054.3273,1.0605675,-16.46645,11
SRR11605054.3274,-9.988257,1.6616637,-1
SRR11605054.3275,2.175618,23.874067,-1
SRR11605054.3276,13.746993,10.257669,-1
SRR11605054.3277,14.140459,10.65519,-1
SRR11605054.3278,-5.910329,-13.390768,-1
SRR11605054.3279,1.0188204,-20.280058,11
SRR11605054.3280,-2.4827018,10.130795,10
SRR11605054.3281,0.28893122,21.62519,-1
SRR11605054.3282,-0.10799686,-9.120607,11
SRR11605054.3283,2.8762302,-12.679368,11
SRR11605054.3284,-14.653177,3.1750624,0
SRR11605054.3285,6.9551578,12.490853,7
SRR11605054.3286,7.008659,-21.219688,-1
SRR11605054.3287,14.999786,13.540833,5
SRR11605054.3288,10.28901,18.664585,2
SRR11605054.3289,12.486971,15.083757,5
SRR11605054.3290,1.753452,-12.016771,11
SRR11605054.3291,6.9428816,11.693602,7
SRR11605054.3292,9.011101,12.903263,-1
SRR11605054.3293,14.482441,4.640491,-1
SRR11605054.3294,5.312458,7.1131525,-1
SRR11605054.3295,1.3593643,19.763525,9
SRR11605054.3296,5.067263,7.3248425,-1
SRR11605054.3297,3.9231684,-4.952891,11
SRR11605054.3298,0.5720798,-21.481874,11
SRR11605054.3299,4.343257,-14.836582,-1
SRR11605054.3300,2.1024947,19.45056,9
SRR11605054.3301,-21.244778,-5.2288494,1
SRR11605054.3302,-6.298242,-4.863617,-1
SRR11605054.3303,-0.5847548,-10.179539,11
SRR11605054.3304,-24.08828,-4.846086,1
SRR11605054.3305,1.6138033,-10.993375,11
SRR11605054.3306,4.7382045,11.363238,7
SRR11605054.3307,1.2409011,20.299053,9
SRR11605054.3308,5.526141,12.31681,7
SRR11605054.3309,1.206454,-23.834202,11
SRR11605054.3310,-18.963156,-4.652772,1
SRR11605054.3311,-11.17726,-12.526463,3
SRR11605054.3312,6.712604,14.19906,7
SRR11605054.3313,10.159457,18.876984,2
SRR11605054.3314,14.999786,13.540833,5
SRR11605054.3315,-0.05219425,19.87391,9
SRR11605054.3316,11.084304,4.420649,-1
SRR11605054.3317,-5.323217,-15.201334,-1
SRR11605054.3318,9.809041,5.124393,-1
SRR11605054.3319,-6.755226,-19.972567,6
SRR11605054.3320,-24.08828,-4.846086,1
SRR11605054.3321,7.417256,1.5873466,11
SRR11605054.3322,-4.769492,12.652344,10
SRR11605054.3323,-21.244778,-5.2288494,1
SRR11605054.3324,-3.8180478,13.361731,10
SRR11605054.3325,4.994547,-3.9377449,11
SRR11605054.3326,-5.5398097,9.2173605,-1
SRR11605054.3327,11.789264,22.190016,2
SRR11605054.3328,15.438088,6.0489755,4
SRR11605054.3329,-4.5181556,12.996147,10
SRR11605054.3330,-6.80633,-19.950253,6
SRR11605054.3331,-2.9168544,-5.735442,-1
SRR11605054.3332,-21.795578,-4.123389,1
SRR11605054.3333,1.6236984,-11.05279,11
SRR11605054.3334,12.2232485,13.7014885,5
SRR11605054.3335,9.968602,22.45551,2
SRR11605054.3336,-0.89310527,-12.785053,11
SRR11605054.3337,4.698893,11.184448,7
SRR11605054.3338,6.6185737,1.313181,11
SRR11605054.3339,7.0542517,1.7569267,11
SRR11605054.3340,0.36739022,7.580794,10
SRR11605054.3341,-1.9201909,4.1020904,-1
SRR11605054.3342,-1.7253138,1.3250982,-1
SRR11605054.3343,2.0557342,-4.0019064,11
SRR11605054.3344,6.613243,1.3090856,11
SRR11605054.3345,6.6136103,1.3094257,11
SRR11605054.3346,-3.0428314,9.993469,10
SRR11605054.3347,-1.0435343,12.41865,-1
SRR11605054.3348,0.018816052,-17.862673,11
SRR11605054.3349,7.6066775,19.864447,-1
SRR11605054.3350,4.543581,-1.4785064,11
SRR11605054.3351,0.7100506,-13.121685,11
SRR11605054.3352,3.955707,27.359697,8
SRR11605054.3353,-8.466279,-15.737465,-1
SRR11605054.3354,5.9201493,-4.7825575,-1
SRR11605054.3355,6.6117496,1.3080783,11
SRR11605054.3356,0.91194344,-9.897872,11
SRR11605054.3357,6.612799,1.3088572,11
SRR11605054.3358,-14.522866,1.5822301,0
SRR11605054.3359,-21.708937,-0.06783876,1
SRR11605054.3360,3.3156726,-18.663921,11
SRR11605054.3361,-0.5676137,-10.205643,11
SRR11605054.3362,-0.043057203,-15.299767,11
SRR11605054.3363,14.378976,11.232372,5
SRR11605054.3364,2.711686,-6.558006,11
SRR11605054.3365,2.9320636,-21.97087,11
SRR11605054.3366,-1.3900443,-1.5612587,-1
SRR11605054.3367,-0.8931057,-12.785054,11
SRR11605054.3368,-15.056686,-7.278706,-1
SRR11605054.3369,4.115613,25.204977,8
SRR11605054.3370,-5.2220263,-19.450405,6
SRR11605054.3371,-2.4995737,9.403708,10
SRR11605054.3372,-5.3270574,-15.209225,-1
SRR11605054.3373,14.914814,7.5568547,4
SRR11605054.3374,6.618436,1.3133049,11
SRR11605054.3375,3.4822962,14.379,-1
SRR11605054.3376,-21.917849,-5.046194,1
SRR11605054.3377,2.0563397,-4.002014,11
SRR11605054.3378,11.333867,22.398746,2
SRR11605054.3379,-22.81009,-5.0699697,1
SRR11605054.3380,-22.218807,-6.524419,1
SRR11605054.3381,0.28526488,-10.985124,11
SRR11605054.3382,-4.769939,12.652159,10
SRR11605054.3383,0.9124218,-9.897896,11
SRR11605054.3384,2.0635881,19.376257,9
SRR11605054.3385,-5.6303034,2.053878,-1
SRR11605054.3386,9.709537,20.684439,2
SRR11605054.3387,-6.21835,-19.534128,6
SRR11605054.3388,15.444939,6.0178037,4
SRR11605054.3389,0.5652928,-14.237132,11
SRR11605054.3390,4.916079,-3.9723923,11
SRR11605054.3391,1.482998,-23.07661,11
SRR11605054.3392,11.762447,22.183311,2
SRR11605054.3393,3.9372773,27.310867,8
SRR11605054.3394,-23.92714,-6.32796,1
SRR11605054.3395,6.6185393,1.31339,11
SRR11605054.3396,2.9787664,-19.5651,11
SRR11605054.3397,-13.85061,2.7498603,0
SRR11605054.3398,0.9284206,-15.451339,11
SRR11605054.3399,15.148556,7.638836,4
SRR11605054.3400,-19.85953,-4.276483,1
SRR11605054.3401,-20.725277,-6.787704,1
SRR11605054.3402,-19.186386,-4.81294,1
SRR11605054.3403,-15.128811,-7.270728,-1
SRR11605054.3404,-5.540327,9.217304,-1
SRR11605054.3405,-14.136832,3.22511,0
SRR11605054.3406,10.198336,-2.1733308,-1
SRR11605054.3407,6.613115,1.3092452,11
SRR11605054.3408,4.2307353,10.261239,7
SRR11605054.3409,2.531538,-5.3606353,11
SRR11605054.3410,6.6128755,1.3088956,11
SRR11605054.3411,-7.484114,3.5767794,-1
SRR11605054.3412,-4.4825835,12.480494,10
SRR11605054.3413,6.6185017,1.3133417,11
SRR11605054.3414,14.618959,11.134091,5
SRR11605054.3415,0.48081222,-23.34952,11
SRR11605054.3416,4.9160085,-3.9724312,11
SRR11605054.3417,1.191792,-18.482233,11
SRR11605054.3418,-2.975748,1.3560565,-1
SRR11605054.3419,3.955707,27.359697,8
SRR11605054.3420,0.6653897,-11.707366,11
SRR11605054.3421,-23.033173,-1.3635894,1
SRR11605054.3422,1.1416328,-4.845972,11
SRR11605054.3423,14.574828,11.274605,5
SRR11605054.3424,-10.67191,-8.51198,-1
SRR11605054.3425,-7.2150335,-5.854742,-1
SRR11605054.3426,-24.138025,-4.836937,1
SRR11605054.3427,15.026767,8.116128,4
SRR11605054.3428,-6.6618733,1.333016,-1
SRR11605054.3429,15.213239,13.86474,5
SRR11605054.3430,-2.1035833,-10.140671,11
SRR11605054.3431,-6.803519,-19.951176,6
SRR11605054.3432,-5.3271723,-15.209673,-1
SRR11605054.3433,6.9982376,-21.219135,-1
SRR11605054.3434,14.005034,12.896549,5
SRR11605054.3435,-0.72273636,9.829211,10
SRR11605054.3436,-21.708307,-2.7007349,1
SRR11605054.3437,10.412061,18.682425,2
SRR11605054.3438,-14.136832,3.22511,0
SRR11605054.3439,2.5753515,-20.279163,11
SRR11605054.3440,7.0537066,1.7563783,11
SRR11605054.3441,-13.725342,1.7715046,0
SRR11605054.3442,-6.056102,-8.449107,-1
SRR11605054.3443,1.7431939,-2.6543665,11
SRR11605054.3444,1.91904,-9.303001,11
SRR11605054.3445,0.97821265,-7.7400346,11
SRR11605054.3446,-13.739353,-7.7313366,-1
SRR11605054.3447,-12.0644655,3.8323734,0
SRR11605054.3448,1.482998,-23.07661,11
SRR11605054.3449,4.6907773,11.33952,7
SRR11605054.3450,-22.689392,-3.6324706,1
SRR11605054.3451,7.05533,1.7583826,11
SRR11605054.3452,6.6136494,1.3096254,11
SRR11605054.3453,4.91618,-3.9725335,11
SRR11605054.3454,2.1579726,-4.889009,11
SRR11605054.3455,3.3507087,-22.023167,11
SRR11605054.3456,6.611639,1.3080839,11
SRR11605054.3457,1.5854447,-6.697329,11
SRR11605054.3458,12.2232485,13.7014885,5
SRR11605054.3459,4.689542,11.331211,7
SRR11605054.3460,15.452972,12.229384,5
SRR11605054.3461,14.983136,10.689758,-1
SRR11605054.3462,3.4822626,14.378993,-1
SRR11605054.3463,-4.266011,9.586683,-1
SRR11605054.3464,-2.699951,10.309163,-1
SRR11605054.3465,-6.80633,-19.950253,6
SRR11605054.3466,1.0027395,-12.824654,11
SRR11605054.3467,-0.56760347,-10.205648,11
SRR11605054.3468,-24.138025,-4.836937,1
SRR11605054.3469,6.6143546,1.3102357,11
SRR11605054.3470,15.213239,13.86474,5
SRR11605054.3471,-8.294813,3.7418022,-1
SRR11605054.3472,2.150099,-13.00196,11
SRR11605054.3473,2.8906226,-22.084251,11
SRR11605054.3474,-14.136832,3.22511,0
SRR11605054.3475,1.6511353,12.317175,-1
SRR11605054.3476,-0.8987542,-14.5491295,11
SRR11605054.3477,15.213239,13.86474,5
SRR11605054.3478,-13.511309,2.9627948,0
SRR11605054.3479,2.2901144,-4.476174,11
SRR11605054.3480,8.881228,-12.759717,-1
SRR11605054.3481,2.9043996,-8.608753,11
SRR11605054.3482,-20.725277,-6.787704,1
SRR11605054.3483,-3.6572046,10.969296,10
SRR11605054.3484,-2.0151565,19.794935,-1
SRR11605054.3485,-0.9587461,-16.876348,11
SRR11605054.3486,-5.9968433,-8.627837,-1
SRR11605054.3487,12.402729,21.693684,2
SRR11605054.3488,5.8192616,-6.174641,-1
SRR11605054.3489,4.261134,-13.374231,-1
SRR11605054.3490,0.45589304,-14.692113,11
SRR11605054.3491,-8.21359,-11.037899,-1
SRR11605054.3492,6.6170597,1.3122903,11
SRR11605054.3493,-5.540327,9.217304,-1
SRR11605054.3494,7.636857,-8.625512,-1
SRR11605054.3495,6.612614,1.3088088,11
SRR11605054.3496,6.6138887,1.3098657,11
SRR11605054.3497,-24.04019,-6.3765073,1
SRR11605054.3498,9.891182,5.172694,-1
SRR11605054.3499,2.4045808,-3.5527418,11
SRR11605054.3500,-11.168923,-13.695385,3
SRR11605054.3501,-4.5181556,12.996147,10
SRR11605054.3502,-0.9587461,-16.876348,11
SRR11605054.3503,9.871161,5.131124,-1
SRR11605054.3504,-20.226358,-7.16323,1
SRR11605054.3505,0.61305404,-12.567001,11
SRR11605054.3506,4.9161363,-3.9724452,11
SRR11605054.3507,-13.713623,2.7576656,0
SRR11605054.3508,-10.241505,-3.5267498,-1
SRR11605054.3509,1.482998,-23.07661,11
SRR11605054.3510,3.4866614,-5.513255,11
SRR11605054.3511,3.3425188,-16.726366,-1
SRR11605054.3512,2.9787664,-19.5651,11
SRR11605054.3513,6.612383,1.3084774,11
SRR11605054.3514,15.355834,11.327358,5
SRR11605054.3515,1.3862318,-10.725292,11
SRR11605054.3516,6.6125393,1.3086476,11
SRR11605054.3517,1.6068473,-23.747879,11
SRR11605054.3518,9.760997,22.224392,2
SRR11605054.3519,-5.2016416,4.032482,-1
SRR11605054.3520,7.09105,15.831564,-1
SRR11605054.3521,7.0548825,1.7576131,11
SRR11605054.3522,3.9372773,27.310867,8
SRR11605054.3523,2.9789205,-19.565165,11
SRR11605054.3524,-2.2856858,-14.338852,11
SRR11605054.3525,-6.80633,-19.950253,6
SRR11605054.3526,-0.5676137,-10.205643,11
SRR11605054.3527,4.0323095,18.953785,9
SRR11605054.3528,-3.0060616,-13.291054,11
SRR11605054.3529,2.2403653,-5.6364775,11
SRR11605054.3530,12.182262,12.928857,5
SRR11605054.3531,-21.412077,-5.146847,1
SRR11605054.3532,-1.1077833,10.246694,-1
SRR11605054.3533,-21.675611,-3.8729146,1
SRR11605054.3534,-8.21359,-11.037899,-1
SRR11605054.3535,15.213239,13.86474,5
SRR11605054.3536,3.4142292,26.876755,8
SRR11605054.3537,10.379059,20.85359,2
SRR11605054.3538,-20.719612,-2.5657446,1
SRR11605054.3539,2.0557342,-4.0019064,11
SRR11605054.3540,7.6094832,11.081657,7
SRR11605054.3541,3.5948317,-5.1895194,11
SRR11605054.3542,6.9982376,-21.219135,-1
SRR11605054.3543,15.444939,6.0178037,4
SRR11605054.3544,0.5652933,-14.237144,11
SRR11605054.3545,1.9578958,-13.319013,11
SRR11605054.3546,-18.510561,-3.676991,1
SRR11605054.3547,8.881228,-12.759717,-1
SRR11605054.3548,14.618959,11.134091,5
SRR11605054.3549,0.70902944,-5.3317585,11
SRR11605054.3550,-6.80633,-19.950253,6
SRR11605054.3551,-8.942797,3.5535836,-1
SRR11605054.3552,-19.207811,-2.3629673,1
SRR11605054.3553,-4.769939,12.652159,10
SRR11605054.3554,-21.663294,-0.05489304,1
SRR11605054.3555,4.2252893,25.394857,8
SRR11605054.3556,-1.2569287,15.082731,-1
SRR11605054.3557,7.7383223,2.593126,11
SRR11605054.3558,7.054945,1.7576114,11
SRR11605054.3559,-5.6455903,-2.3186939,-1
SRR11605054.3560,-0.9016178,-3.4805632,-1
SRR11605054.3561,6.613491,1.3093711,11
SRR11605054.3562,7.092165,15.829094,-1
SRR11605054.3563,-13.195294,1.0247766,0
SRR11605054.3564,-2.554315,19.220335,-1
SRR11605054.3565,1.3243442,19.738316,9
SRR11605054.3566,7.0550294,1.757877,11
SRR11605054.3567,9.932906,-9.987991,-1
SRR11605054.3568,-23.55944,-4.0786715,1
SRR11605054.3569,10.735866,13.928136,-1
SRR11605054.3570,6.0973706,-20.364096,11
SRR11605054.3571,-5.996864,-8.627835,-1
SRR11605054.3572,1.8969499,-10.526179,11
SRR11605054.3573,-0.14711691,-16.040249,11
SRR11605054.3574,-3.3902946,14.678275,10
SRR11605054.3575,6.6128273,1.3088695,11
SRR11605054.3576,1.7083079,-9.557396,11
SRR11605054.3577,-4.7699575,12.652155,10
SRR11605054.3578,-4.266011,9.586683,-1
SRR11605054.3579,15.213239,13.86474,5
SRR11605054.3580,-6.80633,-19.950253,6
SRR11605054.3581,2.0635881,19.376257,9
SRR11605054.3582,10.768644,22.837173,2
SRR11605054.3583,1.9617882,-5.3822536,11
SRR11605054.3584,3.1118298,-7.4189806,11
SRR11605054.3585,12.218978,13.7002125,5
SRR11605054.3586,1.5427676,-23.02973,11
SRR11605054.3587,12.037383,21.935492,2
SRR11605054.3588,1.543228,-23.029312,11
SRR11605054.3589,-5.6439166,-2.3188314,-1
SRR11605054.3590,3.479371,14.37374,-1
SRR11605054.3591,-22.673056,-0.13740326,1
SRR11605054.3592,1.4931203,17.849184,9
SRR11605054.3593,15.15722,5.891485,4
SRR11605054.3594,-19.637943,-1.7864751,1
SRR11605054.3595,6.516529,2.1355746,11
SRR11605054.3596,-4.74769,4.174996,-1
SRR11605054.3597,-5.3300114,-15.242943,-1
SRR11605054.3598,9.871743,5.131678,-1
SRR11605054.3599,-14.119953,2.9994478,0
SRR11605054.3600,2.191543,-12.184063,11
SRR11605054.3601,1.9234844,-5.5329804,11
SRR11605054.3602,6.5165586,2.1355476,11
SRR11605054.3603,-7.403481,-19.35146,6
SRR11605054.3604,-19.788002,-2.2265835,1
SRR11605054.3605,-22.796888,-1.630273,1
SRR11605054.3606,-2.761743,-9.491495,-1
SRR11605054.3607,6.5165997,2.1355941,11
SRR11605054.3608,0.55369806,-23.174532,11
SRR11605054.3609,-6.7122564,-19.948082,6
SRR11605054.3610,4.0273657,20.536972,9
SRR11605054.3611,0.3665607,7.3856444,10
SRR11605054.3612,-5.329995,-15.242976,-1
SRR11605054.3613,2.0443025,19.329885,9
SRR11605054.3614,9.87162,5.1820927,-1
SRR11605054.3615,5.3099213,7.1135955,-1
SRR11605054.3616,8.180182,-12.059237,-1
SRR11605054.3617,6.5166354,2.135503,11
SRR11605054.3618,11.2672415,14.007447,-1
SRR11605054.3619,12.218977,13.700235,5
SRR11605054.3620,4.4481077,-6.2813497,11
SRR11605054.3621,15.192255,14.009464,5
SRR11605054.3622,2.9811885,-19.558882,11
SRR11605054.3623,-2.642113,-19.93663,-1
SRR11605054.3624,11.575539,15.486674,-1
SRR11605054.3625,1.1073589,-9.242914,11
SRR11605054.3626,-0.5368586,-10.315688,11
SRR11605054.3627,0.7074767,-15.154461,11
SRR11605054.3628,-0.004083333,-9.28069,11
SRR11605054.3629,-15.336703,-7.1363997,-1
SRR11605054.3630,10.603914,18.54471,2
SRR11605054.3631,10.200118,-9.654539,-1
SRR11605054.3632,5.0090303,27.779339,8
SRR11605054.3633,-14.120049,2.9994106,0
SRR11605054.3634,5.0317955,27.633543,8
SRR11605054.3635,-21.503946,-3.305736,1
SRR11605054.3636,-15.526217,-7.356698,-1
SRR11605054.3637,4.1984987,20.258503,9
SRR11605054.3638,-3.6027248,13.817302,10
SRR11605054.3639,15.319461,12.26086,5
SRR11605054.3640,3.2693582,-4.8072557,11
SRR11605054.3641,-4.1606593,2.2926655,-1
SRR11605054.3642,9.892975,5.172035,-1
SRR11605054.3643,6.5163455,2.1352115,11
SRR11605054.3644,15.935755,6.345799,4
SRR11605054.3645,2.918671,25.21853,8
SRR11605054.3646,1.543228,-23.029312,11
SRR11605054.3647,-0.004085436,-9.280681,11
SRR11605054.3648,-0.5368771,-10.315668,11
SRR11605054.3649,-5.3300114,-15.242943,-1
SRR11605054.3650,6.252748,-21.340355,11
SRR11605054.3651,-3.644503,-12.039381,-1
SRR11605054.3652,12.212254,21.489216,2
SRR11605054.3653,6.5151405,2.1339774,11
SRR11605054.3654,-9.685552,-14.862032,3
SRR11605054.3655,14.188961,6.957047,4
SRR11605054.3656,-15.055125,-7.283432,-1
SRR11605054.3657,-6.0531907,-8.456626,-1
SRR11605054.3658,1.709808,-2.650665,11
SRR11605054.3659,8.130481,-12.563058,-1
SRR11605054.3660,-2.278912,-11.0720005,11
SRR11605054.3661,1.9355091,-13.375152,11
SRR11605054.3662,1.9234844,-5.5329804,11
SRR11605054.3663,1.3955086,-12.218633,11
SRR11605054.3664,-6.7122564,-19.948082,6
SRR11605054.3665,11.72685,22.162653,2
SRR11605054.3666,-11.880192,-13.476607,3
SRR11605054.3667,3.6923878,26.25092,8
SRR11605054.3668,6.1511936,1.7542723,11
SRR11605054.3669,-5.329995,-15.242976,-1
SRR11605054.3670,6.5165634,2.1354835,11
SRR11605054.3671,6.5165167,2.135468,11
SRR11605054.3672,11.768684,10.187201,-1
SRR11605054.3673,9.892975,5.172035,-1
SRR11605054.3674,12.037383,21.935492,2
SRR11605054.3675,0.5106021,-10.917121,11
SRR11605054.3676,-5.267838,3.8080451,-1
SRR11605054.3677,0.46028093,-21.725822,11
SRR11605054.3678,7.205527,3.0398526,11
SRR11605054.3679,1.5432198,-23.029308,11
SRR11605054.3680,0.03825507,-17.873775,11
SRR11605054.3681,-8.00931,-9.897405,-1
SRR11605054.3682,1.962298,-9.443697,11
SRR11605054.3683,15.15722,5.891485,4
SRR11605054.3684,0.58725023,-14.289575,11
SRR11605054.3685,6.3645024,15.735585,-1
SRR11605054.3686,-0.017886817,-15.347083,11
SRR11605054.3687,6.1512012,1.7543026,11
SRR11605054.3688,3.477385,14.350106,-1
SRR11605054.3689,10.9359255,18.829159,2
SRR11605054.3690,1.962304,-9.443733,11
SRR11605054.3691,16.36113,12.874561,5
SRR11605054.3692,2.0443025,19.329885,9
SRR11605054.3693,6.1503916,1.7534983,11
SRR11605054.3694,3.3204424,-18.654085,11
SRR11605054.3695,-5.9974747,-8.761987,-1
SRR11605054.3696,-22.52938,-0.48625812,1
SRR11605054.3697,-11.012589,1.3294628,0
SRR11605054.3698,6.517026,2.1359565,11
SRR11605054.3699,5.6068482,12.446805,7
SRR11605054.3700,-3.1461146,13.823756,10
SRR11605054.3701,6.1508822,1.7539464,11
SRR11605054.3702,-10.403085,-14.462738,3
SRR11605054.3703,6.1505194,1.753634,11
SRR11605054.3704,-14.120147,2.9993224,0
SRR11605054.3705,0.28493166,-9.040028,11
SRR11605054.3706,-24.524683,-3.7262156,1
SRR11605054.3707,2.0126173,-4.0209885,11
SRR11605054.3708,5.5667906,13.528098,7
SRR11605054.3709,-1.7540061,12.132845,-1
SRR11605054.3710,-1.2798862,-19.107037,11
SRR11605054.3711,15.192255,14.009464,5
SRR11605054.3712,15.059979,12.195117,5
SRR11605054.3713,6.515258,2.1340988,11
SRR11605054.3714,5.366189,-5.9300632,11
SRR11605054.3715,5.790942,-6.1981144,-1
SRR11605054.3716,0.83486605,18.438782,9
SRR11605054.3717,-22.491556,-1.1971021,1
SRR11605054.3718,-15.12361,-7.2766027,-1
SRR11605054.3719,6.5171165,2.1360483,11
SRR11605054.3720,-5.2961864,-18.935564,6
SRR11605054.3721,6.5149536,2.1338425,11
SRR11605054.3722,4.5312486,27.800966,8
SRR11605054.3723,9.770204,-10.078357,-1
SRR11605054.3724,6.1508265,1.7539316,11
SRR11605054.3725,4.4443717,-21.782581,-1
SRR11605054.3726,4.7122297,-21.596548,-1
SRR11605054.3727,-19.470379,-6.4947357,1
SRR11605054.3728,-2.6114,-0.5795953,-1
SRR11605054.3729,1.107395,-9.242964,11
SRR11605054.3730,6.5149837,2.133829,11
SRR11605054.3731,0.98416984,8.338598,10
SRR11605054.3732,6.5153894,2.1342158,11
SRR11605054.3733,4.9215617,25.956081,8
SRR11605054.3734,6.150754,1.7538186,11
SRR11605054.3735,8.454043,-12.616361,-1
SRR11605054.3736,-21.840284,-4.385302,1
SRR11605054.3737,0.33017823,-11.113992,11
SRR11605054.3738,6.150738,1.7537594,11
SRR11605054.3739,-5.2736135,2.4906874,-1
SRR11605054.3740,11.20075,21.519459,2
SRR11605054.3741,9.871988,5.1316147,-1
SRR11605054.3742,-5.199481,4.023154,-1
SRR11605054.3743,-4.1120872,1.9633584,-1
SRR11605054.3744,1.5427676,-23.02973,11
SRR11605054.3745,-1.1354525,-16.904099,11
SRR11605054.3746,-22.848362,-5.0919924,1
SRR11605054.3747,2.1296005,-5.7949657,11
SRR11605054.3748,-14.120048,2.9993844,0
SRR11605054.3749,1.2855991,19.716352,9
SRR11605054.3750,0.88129365,-23.057928,11
SRR11605054.3751,8.886654,-12.762389,-1
SRR11605054.3752,-15.434629,2.1276503,0
SRR11605054.3753,-11.000009,-3.718671,-1
SRR11605054.3754,9.481588,-13.493166,-1
SRR11605054.3755,0.9971865,-7.850823,11
SRR11605054.3756,15.098293,7.2017136,4
SRR11605054.3757,15.15722,5.891485,4
SRR11605054.3758,-2.2339413,7.4991145,-1
SRR11605054.3759,-14.119953,2.9994478,0
SRR11605054.3760,1.4931203,17.849184,9
SRR11605054.3761,-20.980305,-3.7959692,1
SRR11605054.3762,-5.6382723,-2.3275104,-1
SRR11605054.3763,4.264991,25.40141,8
SRR11605054.3764,1.5427676,-23.02973,11
SRR11605054.3765,-2.8429344,-20.045048,-1
SRR11605054.3766,3.3134546,-13.721769,-1
SRR11605054.3767,3.448905,26.569492,8
SRR11605054.3768,11.119663,9.865292,-1
SRR11605054.3769,2.0443025,19.329885,9
SRR11605054.3770,15.192255,14.009464,5
SRR11605054.3771,-0.25619343,-16.998077,11
SRR11605054.3772,4.1433086,19.572014,9
SRR11605054.3773,-24.142574,-4.8645487,1
SRR11605054.3774,-2.2224069,7.5265164,-1
SRR11605054.3775,-2.2224069,7.5265164,-1
SRR11605054.3776,-6.465044,-19.049906,6
SRR11605054.3777,-25.167974,-3.6155384,1
SRR11605054.3778,10.458085,18.639399,2
SRR11605054.3779,15.192255,14.009464,5
SRR11605054.3780,0.62555325,-14.968781,11
SRR11605054.3781,6.150665,1.7536608,11
SRR11605054.3782,7.1008997,-19.670853,-1
SRR11605054.3783,5.051603,11.912917,7
SRR11605054.3784,-23.121931,-2.706897,1
SRR11605054.3785,4.7135153,20.623158,9
SRR11605054.3786,-12.261232,-0.4847485,0
SRR11605054.3787,15.15722,5.891485,4
SRR11605054.3788,2.0443025,19.329885,9
SRR11605054.3789,15.192255,14.009464,5
SRR11605054.3790,3.3991961,-9.79377,11
SRR11605054.3791,9.009146,12.894445,-1
SRR11605054.3792,4.731255,11.349257,7
SRR11605054.3793,6.1503468,1.7535496,11
SRR11605054.3794,2.8418992,-8.717389,11
SRR11605054.3795,-2.842035,-20.049019,-1
SRR11605054.3796,1.543228,-23.029312,11
SRR11605054.3797,-3.2166975,8.21879,10
SRR11605054.3798,-5.8140497,-5.259699,-1
SRR11605054.3799,6.5164347,2.1354237,11
SRR11605054.3800,-23.021841,-6.199053,1
SRR11605054.3801,-11.246935,-3.6430843,-1
SRR11605054.3802,6.1509542,1.7539701,11
SRR11605054.3803,-6.711636,-19.948038,6
SRR11605054.3804,1.4374319,18.747803,9
SRR11605054.3805,-5.130725,-15.198988,-1
SRR11605054.3806,-3.9376602,-15.989582,11
SRR11605054.3807,-24.142574,-4.8645487,1
SRR11605054.3808,7.092427,15.827082,-1
SRR11605054.3809,2.0443025,19.329885,9
SRR11605054.3810,1.2855991,19.716352,9
SRR11605054.3811,-5.6439166,-2.3188314,-1
SRR11605054.3812,-7.403481,-19.35146,6
SRR11605054.3813,16.231016,13.207956,5
SRR11605054.3814,2.7434778,-18.384064,11
SRR11605054.3815,11.726808,22.16267,2
SRR11605054.3816,2.9668348,20.808828,9
SRR11605054.3817,-5.3299847,-15.242982,-1
SRR11605054.3818,6.5151453,2.1338592,11
SRR11605054.3819,6.151197,1.7543948,11
SRR11605054.3820,2.6176434,-10.705572,11
SRR11605054.3821,7.608346,11.079545,7
SRR11605054.3822,2.6231067,20.658438,9
SRR11605054.3823,6.516284,2.135324,11
SRR11605054.3824,2.0017307,-8.089544,11
SRR11605054.3825,6.5148,2.133588,11
SRR11605054.3826,2.7133944,-8.608675,11
SRR11605054.3827,3.098364,-4.9367223,11
SRR11605054.3828,-4.1022744,-15.93964,11
SRR11605054.3829,-6.465044,-19.049906,6
SRR11605054.3830,-23.874304,-6.77639,1
SRR11605054.3831,-18.197529,1.219932,-1
SRR11605054.3832,-6.0532746,-8.456714,-1
