ID,tsne dim 1,tsne dim 2,Clusters
SRR11605054.3344,-0.41331747,-0.35133356,22
SRR11605054.3345,-0.7301707,-0.42131934,22
SRR11605054.3346,-5.518041,0.49786976,-1
SRR11605054.3347,-7.2383227,1.156013,20
SRR11605054.3348,9.817252,0.9487439,-1
SRR11605054.3349,-10.804606,2.9068594,2
SRR11605054.3350,1.0196357,1.8054495,22
SRR11605054.3351,6.932828,0.72661066,23
SRR11605054.3352,-12.481264,5.248777,1
SRR11605054.3353,9.927266,-4.0563517,-1
SRR11605054.3354,2.3792298,2.8186111,-1
SRR11605054.3355,-0.7301437,-0.4211408,22
SRR11605054.3356,5.2697606,0.77233416,23
SRR11605054.3357,-0.73027134,-0.42132872,22
SRR11605054.3358,-2.8248432,-8.271274,4
SRR11605054.3359,-0.45350245,-10.454413,8
SRR11605054.3360,10.177537,3.8388371,15
SRR11605054.3361,5.672555,-0.23223683,23
SRR11605054.3362,8.257125,0.84596956,23
SRR11605054.3363,-9.837238,-1.5797349,5
SRR11605054.3364,3.277313,1.1465269,22
SRR11605054.3365,11.921056,-0.65170896,-1
SRR11605054.3366,1.2559901,6.457551,-1
SRR11605054.3367,7.1728497,1.3171941,23
SRR11605054.3368,2.8667932,-7.408824,7
SRR11605054.3369,-11.380573,5.922446,1
SRR11605054.3370,12.778063,1.6733618,13
SRR11605054.3371,-4.9209957,0.5080744,21
SRR11605054.3372,9.27787,-2.3616369,19
SRR11605054.3373,-2.0325174,7.6920457,3
SRR11605054.3374,-0.7297757,-0.42138788,22
SRR11605054.3375,-5.5565915,-3.3290195,-1
SRR11605054.3376,2.3085024,-12.268336,8
SRR11605054.3377,2.0088794,-0.5985606,22
SRR11605054.3378,-13.619906,1.3765124,2
SRR11605054.3379,2.467563,-11.546817,8
SRR11605054.3380,3.2522736,-12.259955,8
SRR11605054.3381,6.1217723,0.27493384,23
SRR11605054.3382,-8.170178,0.7630444,20
SRR11605054.3383,5.2697606,0.77233416,23
SRR11605054.3384,-8.002927,8.678995,18
SRR11605054.3385,-2.1213899,-4.0504317,-1
SRR11605054.3386,-12.253195,0.981398,2
SRR11605054.3387,13.5547495,1.6434506,13
SRR11605054.3388,-1.5711718,8.590484,3
SRR11605054.3389,7.4990025,0.50882125,23
SRR11605054.3390,1.7900157,-0.39694607,22
SRR11605054.3391,12.15018,-1.7729634,16
SRR11605054.3392,-13.6543865,1.0748842,2
SRR11605054.3393,-12.47005,5.249354,1
SRR11605054.3394,3.3559372,-10.505015,8
SRR11605054.3395,-0.416377,-0.3516262,22
SRR11605054.3396,10.63674,3.8524563,15
SRR11605054.3397,-3.6469932,-8.17731,4
SRR11605054.3398,8.127111,1.7249528,23
SRR11605054.3399,-2.102559,7.71944,3
SRR11605054.3400,1.2933615,-13.353534,8
SRR11605054.3401,2.4693112,-9.962334,8
SRR11605054.3402,1.4261229,-13.666281,8
SRR11605054.3403,2.8641627,-7.4557667,7
SRR11605054.3404,-6.2850313,-0.4869078,-1
SRR11605054.3405,-3.8376224,-8.3428545,4
SRR11605054.3406,0.64607465,4.2373576,-1
SRR11605054.3407,-0.41382438,-0.35115483,22
SRR11605054.3408,-4.176883,6.615288,-1
SRR11605054.3409,2.6896088,0.42120156,22
SRR11605054.3410,-0.7298668,-0.4216137,22
SRR11605054.3411,-3.8275099,-4.7312207,-1
SRR11605054.3412,-8.202365,0.7061131,20
SRR11605054.3413,-0.41252315,-0.351115,22
SRR11605054.3414,-9.702217,-1.7108588,5
SRR11605054.3415,12.010129,-2.3875368,16
SRR11605054.3416,1.7900157,-0.39694607,22
SRR11605054.3417,9.971118,2.3407588,-1
SRR11605054.3418,-1.3275363,-3.3171232,-1
SRR11605054.3419,-12.481264,5.248777,1
SRR11605054.3420,6.113013,1.1323513,23
SRR11605054.3421,0.6130863,-10.60342,8
SRR11605054.3422,2.9875498,-0.67963904,-1
SRR11605054.3423,-9.890428,-1.7318225,5
SRR11605054.3424,4.4589195,-5.5130496,7
SRR11605054.3425,2.9714928,-4.606383,-1
SRR11605054.3426,2.5242593,-10.835501,8
SRR11605054.3427,-2.2576613,7.490324,3
SRR11605054.3428,-1.3671438,-4.415377,-1
SRR11605054.3429,-10.546348,-3.435421,5
SRR11605054.3430,6.0392895,-1.4322207,-1
SRR11605054.3431,13.74162,1.793073,13
SRR11605054.3432,9.27787,-2.3616369,19
SRR11605054.3433,4.632584,8.746114,0
SRR11605054.3434,-9.829889,-3.0498548,5
SRR11605054.3435,-5.6090484,1.5207655,21
SRR11605054.3436,0.9465128,-11.825021,8
SRR11605054.3437,-11.402749,1.7844414,2
SRR11605054.3438,-3.8376672,-8.342844,4
SRR11605054.3439,10.827114,3.254532,15
SRR11605054.3440,-0.41154942,-0.35096237,22
SRR11605054.3441,-2.8454955,-8.108519,4
SRR11605054.3442,4.454229,-2.8908446,6
SRR11605054.3443,1.4937451,-0.056369327,22
SRR11605054.3444,4.7737236,0.93901795,23
SRR11605054.3445,4.143928,0.012238497,23
SRR11605054.3446,3.143125,-6.478572,-1
SRR11605054.3447,-4.284043,-6.617248,-1
SRR11605054.3448,12.15016,-1.7729776,16
SRR11605054.3449,-4.896294,6.2732215,17
SRR11605054.3450,1.8091066,-11.442104,8
SRR11605054.3451,-0.4128838,-0.3511915,22
SRR11605054.3452,-0.7311999,-0.42184773,22
SRR11605054.3453,1.7900157,-0.39694607,22
SRR11605054.3454,2.6499126,0.004617284,22
SRR11605054.3455,11.871417,-0.5767949,-1
SRR11605054.3456,-0.730034,-0.42178148,22
SRR11605054.3457,3.581075,0.4932577,22
SRR11605054.3458,-10.175621,-4.937445,5
SRR11605054.3459,-4.89434,6.278678,17
SRR11605054.3460,-9.642129,-3.3554335,5
SRR11605054.3461,-9.467568,-1.4504198,5
SRR11605054.3462,-5.5565915,-3.3290195,-1
SRR11605054.3463,-6.1444235,0.4445954,21
SRR11605054.3464,-5.1639695,-0.73372775,-1
SRR11605054.3465,13.74162,1.793073,13
SRR11605054.3466,6.7676506,0.5973121,23
SRR11605054.3467,5.6725235,-0.2322108,23
SRR11605054.3468,2.5242593,-10.835501,8
SRR11605054.3469,-0.731189,-0.4217621,22
SRR11605054.3470,-10.546327,-3.4354339,5
SRR11605054.3471,-4.414404,-4.9827237,-1
SRR11605054.3472,6.5226593,1.9404807,-1
SRR11605054.3473,11.940412,-0.7227103,16
SRR11605054.3474,-3.8376672,-8.342844,4
SRR11605054.3475,-5.3630557,-1.9976923,-1
SRR11605054.3476,7.8771386,0.21499263,23
SRR11605054.3477,-10.546348,-3.435421,5
SRR11605054.3478,-3.8169477,-8.023498,4
SRR11605054.3479,2.2422802,-0.08378525,22
SRR11605054.3480,8.759574,7.3706136,9
SRR11605054.3481,4.337453,1.4678679,23
SRR11605054.3482,2.4693112,-9.962334,8
SRR11605054.3483,2.226394,-8.215529,7
SRR11605054.3484,-5.822513,-7.045514,-1
SRR11605054.3485,9.123428,1.1837163,23
SRR11605054.3486,4.5121045,-2.87412,6
SRR11605054.3487,-13.855743,1.1224861,2
SRR11605054.3488,3.1785977,2.5212023,-1
SRR11605054.3489,7.127407,3.435905,-1
SRR11605054.3490,7.7673244,0.3717224,23
SRR11605054.3491,6.610313,-4.146809,-1
SRR11605054.3492,-0.73018265,-0.42140326,22
SRR11605054.3493,-6.2850313,-0.4869078,-1
SRR11605054.3494,6.562416,5.1952662,9
SRR11605054.3495,-0.73006284,-0.420994,22
SRR11605054.3496,-0.730028,-0.42111665,22
SRR11605054.3497,3.3373525,-10.452965,8
SRR11605054.3498,-2.1456037,3.840989,14
SRR11605054.3499,1.6749858,-0.7852508,-1
SRR11605054.3500,8.586532,-6.5152097,11
SRR11605054.3501,-8.308013,0.9853913,20
SRR11605054.3502,9.12342,1.1837109,23
SRR11605054.3503,-2.1352081,3.8394268,14
SRR11605054.3504,2.3468287,-9.423889,-1
SRR11605054.3505,6.7312007,0.5247829,23
SRR11605054.3506,1.7900078,-0.39693987,22
SRR11605054.3507,-3.652452,-8.102592,4
SRR11605054.3508,13.988989,-0.28946123,-1
SRR11605054.3509,12.15018,-1.7729634,16
SRR11605054.3510,2.675866,0.8788775,22
SRR11605054.3511,8.890604,3.4789298,15
SRR11605054.3512,10.63674,3.8524563,15
SRR11605054.3513,-0.41221392,-0.35114142,22
SRR11605054.3514,-10.198983,-1.9601583,5
SRR11605054.3515,5.5581155,0.6101166,23
SRR11605054.3516,-0.416377,-0.3516262,22
SRR11605054.3517,12.656729,-1.7663454,16
SRR11605054.3518,-13.313233,-0.015200874,2
SRR11605054.3519,-3.8126764,-3.3660436,12
SRR11605054.3520,-7.7155595,4.349493,-1
SRR11605054.3521,-0.54486144,-0.37440944,22
SRR11605054.3522,-12.47005,5.249354,1
SRR11605054.3523,10.63674,3.8524563,15
SRR11605054.3524,7.7092896,-0.5089939,-1
SRR11605054.3525,13.741613,1.7930595,13
SRR11605054.3526,5.672538,-0.23222962,23
SRR11605054.3527,-8.003541,7.662102,18
SRR11605054.3528,8.191617,3.0361457,-1
SRR11605054.3529,3.0679333,0.19154686,22
SRR11605054.3530,-9.731899,-4.6658897,5
SRR11605054.3531,2.1799932,-12.559748,8
SRR11605054.3532,-5.8785987,1.2893513,-1
SRR11605054.3533,1.6613944,-12.188715,8
SRR11605054.3534,6.6103067,-4.146804,-1
SRR11605054.3535,-10.546348,-3.435421,5
SRR11605054.3536,-12.40675,5.0187087,1
SRR11605054.3537,-12.740689,1.7624345,2
SRR11605054.3538,0.4579787,-12.223673,8
SRR11605054.3539,2.0088794,-0.5985606,22
SRR11605054.3540,-6.347848,5.835422,17
SRR11605054.3541,2.6035206,-0.20204727,22
SRR11605054.3542,4.632584,8.746114,0
SRR11605054.3543,-1.5711565,8.590507,3
SRR11605054.3544,7.4990277,0.5088455,23
SRR11605054.3545,6.707853,1.9010881,23
SRR11605054.3546,-0.12226455,-13.367676,-1
SRR11605054.3547,8.759574,7.3706136,9
SRR11605054.3548,-9.702217,-1.7108588,5
SRR11605054.3549,3.1449375,1.9710609,-1
SRR11605054.3550,13.741613,1.7930595,13
SRR11605054.3551,-3.0935998,-10.335292,-1
SRR11605054.3552,-0.33071485,-12.849961,8
SRR11605054.3553,-8.170178,0.7630444,20
SRR11605054.3554,-0.46614206,-10.515758,8
SRR11605054.3555,-11.428832,5.749468,1
SRR11605054.3556,-10.737187,0.8565852,-1
SRR11605054.3557,-0.74477315,-1.0963721,22
SRR11605054.3558,-0.54486144,-0.37440944,22
SRR11605054.3559,3.405772,5.916343,10
SRR11605054.3560,1.7576836,3.37313,-1
SRR11605054.3561,-0.7297244,-0.42167658,22
SRR11605054.3562,-7.7146974,4.350322,-1
SRR11605054.3563,-2.3099136,-7.7522273,4
SRR11605054.3564,-5.1532693,-7.090608,-1
SRR11605054.3565,-8.247428,9.2035885,18
SRR11605054.3566,-0.7301121,-0.4211292,22
SRR11605054.3567,6.8403807,7.091619,-1
SRR11605054.3568,2.2071831,-10.972793,8
SRR11605054.3569,-10.175682,-1.478167,5
SRR11605054.3570,4.4700823,8.286586,0
SRR11605054.3571,4.512096,-2.8741126,6
SRR11605054.3572,5.3688326,0.7792051,23
SRR11605054.3573,8.72072,0.42937085,23
SRR11605054.3574,-8.89306,2.2305543,-1
SRR11605054.3575,-0.73023164,-0.4216391,22
SRR11605054.3576,4.945699,0.6990707,23
SRR11605054.3577,-8.170178,0.7630444,20
SRR11605054.3578,-6.1444235,0.4445954,21
SRR11605054.3579,-10.546348,-3.435421,5
SRR11605054.3580,13.741613,1.7930595,13
SRR11605054.3581,-8.00294,8.679013,18
SRR11605054.3582,-13.825749,0.22461496,2
SRR11605054.3583,3.0172617,-0.043958753,22
SRR11605054.3584,3.9283051,0.73570395,23
SRR11605054.3585,-10.17501,-4.9393773,5
SRR11605054.3586,12.148394,-1.7648066,16
SRR11605054.3587,-13.702042,1.0084566,2
SRR11605054.3588,12.14839,-1.7648097,16
SRR11605054.3589,3.405531,5.91583,10
SRR11605054.3590,-5.550275,-3.3304567,-1
SRR11605054.3591,0.10189337,-10.094503,8
SRR11605054.3592,-6.814905,8.531303,-1
SRR11605054.3593,-1.5647751,8.590623,3
SRR11605054.3594,-0.5514738,-12.293086,8
SRR11605054.3595,-0.1331526,-0.018238503,22
SRR11605054.3596,-3.9808016,-3.1906686,12
SRR11605054.3597,9.280977,-2.3596137,19
SRR11605054.3598,-2.1327171,3.840048,14
SRR11605054.3599,-3.8142207,-8.324889,4
SRR11605054.3600,6.034176,1.7109319,23
SRR11605054.3601,3.1058948,0.1020616,22
SRR11605054.3602,-0.13303052,-0.018423783,22
SRR11605054.3603,13.982419,2.0174732,13
SRR11605054.3604,-0.28040203,-12.512237,8
SRR11605054.3605,0.6195782,-10.895873,8
SRR11605054.3606,6.1195126,-2.0166245,-1
SRR11605054.3607,-0.13303177,-0.01842379,22
SRR11605054.3608,12.005839,-2.2392747,16
SRR11605054.3609,13.738391,1.7912129,13
SRR11605054.3610,-9.24559,8.266802,18
SRR11605054.3611,-4.048652,2.645947,21
SRR11605054.3612,9.2809725,-2.3596056,19
SRR11605054.3613,-7.9792247,8.698626,18
SRR11605054.3614,-2.1447124,3.8374376,14
SRR11605054.3615,0.72010475,5.8862753,-1
SRR11605054.3616,8.393161,6.8177366,9
SRR11605054.3617,-0.13306391,-0.018320369,22
SRR11605054.3618,-10.659472,-5.000431,5
SRR11605054.3619,-10.17501,-4.9393773,5
SRR11605054.3620,3.2093275,1.5599555,-1
SRR11605054.3621,-10.561446,-3.4202106,5
SRR11605054.3622,10.634171,3.8536642,15
SRR11605054.3623,11.471607,0.7184035,-1
SRR11605054.3624,-10.604044,-1.2554224,5
SRR11605054.3625,4.8576393,0.35113642,23
SRR11605054.3626,5.7291064,-0.17902073,23
SRR11605054.3627,8.152253,0.1886387,23
SRR11605054.3628,5.0267534,-0.18732932,23
SRR11605054.3629,2.7961152,-7.632707,7
SRR11605054.3630,-11.363171,1.471429,2
SRR11605054.3631,6.60034,7.19116,-1
SRR11605054.3632,-12.204537,4.455974,1
SRR11605054.3633,-3.8142207,-8.324889,4
SRR11605054.3634,-11.926959,4.42806,1
SRR11605054.3635,1.2464042,-12.132867,8
SRR11605054.3636,2.914593,-7.686249,7
SRR11605054.3637,-8.90207,7.6647615,18
SRR11605054.3638,-8.743466,1.7289484,20
SRR11605054.3639,-10.721602,-2.6499615,5
SRR11605054.3640,2.3476067,0.5673314,22
SRR11605054.3641,-2.3204908,-3.24657,-1
SRR11605054.3642,-2.1436393,3.841416,14
SRR11605054.3643,-0.13371424,-0.01860921,22
SRR11605054.3644,-1.7992471,8.582921,3
SRR11605054.3645,-11.89098,6.587403,1
SRR11605054.3646,12.148367,-1.7648298,16
SRR11605054.3647,5.0267534,-0.18732932,23
SRR11605054.3648,5.7291064,-0.17902073,23
SRR11605054.3649,9.280987,-2.359606,19
SRR11605054.3650,4.9041014,8.574951,0
SRR11605054.3651,6.9879007,-1.8622991,-1
SRR11605054.3652,-13.660432,1.185651,2
SRR11605054.3653,-0.13305946,-0.01841167,22
SRR11605054.3654,9.244204,-5.3464303,11
SRR11605054.3655,-2.3786924,8.365524,3
SRR11605054.3656,2.8692105,-7.4078507,7
SRR11605054.3657,4.4579687,-2.8903594,6
SRR11605054.3658,1.535708,1.6787999,22
SRR11605054.3659,8.837693,6.9400024,9
SRR11605054.3660,6.2571745,-1.3025125,-1
SRR11605054.3661,6.7557626,1.9101013,23
SRR11605054.3662,3.1059282,0.10207007,22
SRR11605054.3663,6.3772006,1.0935373,23
SRR11605054.3664,13.738391,1.7912129,13
SRR11605054.3665,-13.641426,1.0603462,2
SRR11605054.3666,8.397143,-6.942793,11
SRR11605054.3667,-11.89094,4.6283565,1
SRR11605054.3668,-0.1336587,-0.01831894,22
SRR11605054.3669,9.281,-2.359592,19
SRR11605054.3670,-0.13371424,-0.01860921,22
SRR11605054.3671,-0.13306077,-0.018388677,22
SRR11605054.3672,-8.002937,-2.338619,-1
SRR11605054.3673,-2.143659,3.8414168,14
SRR11605054.3674,-13.702042,1.0084566,2
SRR11605054.3675,5.9512925,0.5820111,23
SRR11605054.3676,-3.668033,-3.4506648,12
SRR11605054.3677,11.148777,-2.0260653,16
SRR11605054.3678,-1.1172807,-0.6802895,22
SRR11605054.3679,12.14839,-1.7648097,16
SRR11605054.3680,9.826746,0.9543279,-1
SRR11605054.3681,5.7757072,-3.9534676,-1
SRR11605054.3682,4.86442,1.0129288,23
SRR11605054.3683,-1.5647751,8.590623,3
SRR11605054.3684,7.5348654,0.5329841,23
SRR11605054.3685,-7.6404257,4.724515,17
SRR11605054.3686,8.29373,0.8846448,23
SRR11605054.3687,-0.13303149,-0.018400976,22
SRR11605054.3688,-5.5413146,-3.3264062,12
SRR11605054.3689,-11.443014,1.5413507,2
SRR11605054.3690,4.86442,1.0129288,23
SRR11605054.3691,-9.225683,-3.9247806,5
SRR11605054.3692,-7.9792247,8.698626,18
SRR11605054.3693,-0.13305914,-0.018365402,22
SRR11605054.3694,10.173366,3.8402905,15
SRR11605054.3695,4.543188,-2.8725603,6
SRR11605054.3696,-0.18070284,-10.436381,8
SRR11605054.3697,-2.1778696,-6.385124,4
SRR11605054.3698,-0.13303146,-0.018401327,22
SRR11605054.3699,-5.3605742,5.446573,17
SRR11605054.3700,-9.20211,1.6383022,-1
SRR11605054.3701,-0.13312863,-0.018363096,22
SRR11605054.3702,9.021317,-5.91698,11
SRR11605054.3703,-0.13308391,-0.018334385,22
SRR11605054.3704,-3.8142207,-8.324889,4
SRR11605054.3705,4.8130956,-0.16532701,23
SRR11605054.3706,2.0235474,-10.5813265,8
SRR11605054.3707,2.1324914,-0.44919914,22
SRR11605054.3708,-6.2276497,5.0432215,17
SRR11605054.3709,-7.5454755,2.448853,-1
SRR11605054.3710,10.975392,2.0916278,-1
SRR11605054.3711,-10.561446,-3.4202106,5
SRR11605054.3712,-10.195145,-2.4787986,5
SRR11605054.3713,-0.13365892,-0.01831889,22
SRR11605054.3714,2.8619764,2.171645,-1
SRR11605054.3715,3.238049,2.4951556,-1
SRR11605054.3716,-6.9979415,8.866734,18
SRR11605054.3717,0.40744022,-10.757681,8
SRR11605054.3718,2.8672626,-7.452673,7
SRR11605054.3719,-0.13313034,-0.018409193,22
SRR11605054.3720,12.754191,1.9058461,13
SRR11605054.3721,-0.13306068,-0.018365651,22
SRR11605054.3722,-12.676227,5.196251,1
SRR11605054.3723,6.936329,7.022751,-1
SRR11605054.3724,-0.13306046,-0.0183657,22
SRR11605054.3725,11.137874,1.8819942,-1
SRR11605054.3726,10.698947,1.8094509,-1
SRR11605054.3727,1.69417,-9.346581,-1
SRR11605054.3728,2.1439207,-2.8999074,-1
SRR11605054.3729,4.8576393,0.35113642,23
SRR11605054.3730,-0.13305947,-0.018212955,22
SRR11605054.3731,-4.375841,2.204466,21
SRR11605054.3732,-0.13308862,-0.018175876,22
SRR11605054.3733,-11.466778,5.25256,1
SRR11605054.3734,-0.13305855,-0.018235063,22
SRR11605054.3735,8.60189,7.019813,9
SRR11605054.3736,2.0468018,-12.211457,8
SRR11605054.3737,6.179956,0.33075485,23
SRR11605054.3738,-0.13305952,-0.018213237,22
SRR11605054.3739,-2.571679,-3.7571347,12
SRR11605054.3740,-13.221867,0.9700218,2
SRR11605054.3741,-2.1327171,3.840048,14
SRR11605054.3742,-3.8044896,-3.3667135,12
SRR11605054.3743,-1.9249461,-3.3330834,12
SRR11605054.3744,12.14839,-1.7648097,16
SRR11605054.3745,9.041901,1.4535708,-1
SRR11605054.3746,2.4783022,-11.51231,8
SRR11605054.3747,3.1707797,0.30047536,22
SRR11605054.3748,-3.8142207,-8.324889,4
SRR11605054.3749,-8.2292595,9.2147045,18
SRR11605054.3750,12.119297,-1.9501771,16
SRR11605054.3751,8.76025,7.374269,9
SRR11605054.3752,-3.301365,-8.954687,4
SRR11605054.3753,13.939418,0.2616927,-1
SRR11605054.3754,9.055503,7.7757688,9
SRR11605054.3755,4.222236,0.0808282,23
SRR11605054.3756,-1.9100802,7.9030437,3
SRR11605054.3757,-1.5647663,8.590634,3
SRR11605054.3758,-4.0922604,0.4992578,-1
SRR11605054.3759,-3.8142207,-8.324889,4
SRR11605054.3760,-6.814905,8.531303,-1
SRR11605054.3761,1.3375987,-12.441237,8
SRR11605054.3762,3.4092894,5.911152,10
SRR11605054.3763,-11.417039,5.726759,1
SRR11605054.3764,12.14839,-1.7648097,16
SRR11605054.3765,11.6408615,0.8101921,-1
SRR11605054.3766,6.140671,3.019184,-1
SRR11605054.3767,-12.152303,4.7167425,1
SRR11605054.3768,-7.4529214,-2.7321122,-1
SRR11605054.3769,-7.9792247,8.698626,18
SRR11605054.3770,-10.561446,-3.4202106,5
SRR11605054.3771,9.311024,0.63281417,23
SRR11605054.3772,-8.46361,7.497435,18
SRR11605054.3773,2.5318637,-10.815036,8
SRR11605054.3774,-4.107511,0.5081382,-1
SRR11605054.3775,-4.1075172,0.5081428,-1
SRR11605054.3776,13.552506,1.4279362,13
SRR11605054.3777,2.823545,-9.632281,8
SRR11605054.3778,-11.329834,1.8327277,2
SRR11605054.3779,-10.561446,-3.4202106,5
SRR11605054.3780,7.977994,0.37628514,23
SRR11605054.3781,-0.13306105,-0.018364577,22
SRR11605054.3782,3.5912318,8.558813,0
SRR11605054.3783,-5.0796385,5.9628882,17
SRR11605054.3784,1.3887835,-10.986579,8
SRR11605054.3785,-9.7074585,9.356036,-1
SRR11605054.3786,-3.4456916,-6.774615,4
SRR11605054.3787,-1.5647751,8.590623,3
SRR11605054.3788,-7.9792247,8.698626,18
SRR11605054.3789,-10.561446,-3.4202106,5
SRR11605054.3790,5.165493,1.9862571,-1
SRR11605054.3791,-7.593624,5.7771726,-1
SRR11605054.3792,-4.914904,6.2603827,17
SRR11605054.3793,-0.13310485,-0.018264659,22
SRR11605054.3794,4.427592,1.4828395,23
SRR11605054.3795,11.643964,0.8086765,-1
SRR11605054.3796,12.14839,-1.7648097,16
SRR11605054.3797,-4.5552764,-0.13670787,21
SRR11605054.3798,6.3560424,-5.987453,-1
SRR11605054.3799,-0.1330762,-0.018300593,22
SRR11605054.3800,3.2172859,-11.303972,8
SRR11605054.3801,14.038803,0.1624959,-1
SRR11605054.3802,-0.13303173,-0.018400948,22
SRR11605054.3803,13.738391,1.7912129,13
SRR11605054.3804,-7.4141407,8.890609,18
SRR11605054.3805,9.245761,-2.3007057,19
SRR11605054.3806,9.1919985,-1.2942121,-1
SRR11605054.3807,2.5318637,-10.815036,8
SRR11605054.3808,-7.712476,4.3511386,-1
SRR11605054.3809,-7.9792247,8.698626,18
SRR11605054.3810,-8.229266,9.214716,18
SRR11605054.3811,3.405528,5.9158306,10
SRR11605054.3812,13.982419,2.017473,13
SRR11605054.3813,-9.494058,-3.8761532,5
SRR11605054.3814,10.031003,3.429376,15
SRR11605054.3815,-13.641426,1.0603462,2
SRR11605054.3816,-8.838431,8.059406,18
SRR11605054.3817,9.281,-2.359592,19
SRR11605054.3818,-0.13365892,-0.01831889,22
SRR11605054.3819,-0.1331126,-0.018257564,22
SRR11605054.3820,5.3555756,1.5664381,23
SRR11605054.3821,-6.3459926,5.835144,17
SRR11605054.3822,-8.825299,8.384125,18
SRR11605054.3823,-0.13305902,-0.01821334,22
SRR11605054.3824,4.2197833,0.72869706,23
SRR11605054.3825,-0.13318717,-0.018288951,22
SRR11605054.3826,4.5822124,1.46522,23
SRR11605054.3827,2.5299659,0.09956203,22
SRR11605054.3828,9.274582,-1.4271779,19
SRR11605054.3829,13.552416,1.4279727,13
SRR11605054.3830,3.3775234,-10.176499,8
SRR11605054.3831,-1.4663799,-9.434951,-1
SRR11605054.3832,4.4579687,-2.8903594,6
SRR11605054.3833,-6.085801,8.1266,-1
SRR11605054.3834,-7.5692077,5.3347363,17
SRR11605054.3835,9.329682,1.2167493,23
SRR11605054.3836,2.1966786,-12.508576,8
SRR11605054.3837,-7.919886,2.21862,-1
SRR11605054.3838,1.3340313,-11.671678,8
SRR11605054.3839,14.498326,0.08755567,-1
SRR11605054.3840,1.0512018,2.2125976,-1
SRR11605054.3841,-12.368957,5.628745,1
SRR11605054.3842,9.303794,4.178698,15
SRR11605054.3843,-13.478557,0.94115806,2
SRR11605054.3844,0.81079334,-12.217422,8
SRR11605054.3845,6.61284,-4.1489034,-1
SRR11605054.3846,-0.48905712,4.574673,-1
SRR11605054.3847,-0.47223425,0.28080675,22
SRR11605054.3848,-11.465157,5.2534213,1
SRR11605054.3849,4.9000416,8.577811,0
SRR11605054.3850,-0.4726785,0.28072652,22
SRR11605054.3851,-5.87689,1.289582,-1
SRR11605054.3852,3.1790178,0.425386,22
SRR11605054.3853,-0.47178298,0.28117275,22
SRR11605054.3854,-2.5680623,-3.7576141,12
SRR11605054.3855,9.550114,-0.13106279,-1
SRR11605054.3856,4.840316,0.5051454,23
SRR11605054.3857,-2.1448553,3.840815,14
SRR11605054.3858,-0.47231418,0.28062865,22
SRR11605054.3859,0.90726876,-13.280741,8
SRR11605054.3860,-8.521566,9.159838,18
SRR11605054.3861,4.5457625,-2.8731484,6
SRR11605054.3862,12.115568,-1.95109,16
SRR11605054.3863,-2.1290398,6.932816,3
SRR11605054.3864,-0.4725702,0.2805076,22
SRR11605054.3865,8.73718,0.5087342,23
SRR11605054.3866,-0.47226563,0.28088406,22
SRR11605054.3867,-0.472481,0.28077355,22
SRR11605054.3868,-7.589702,5.7809033,-1
SRR11605054.3869,-0.47229898,0.28106245,22
SRR11605054.3870,-0.47255886,0.2804393,22
SRR11605054.3871,-0.47222084,0.28068006,22
SRR11605054.3872,-13.11664,0.90811557,2
SRR11605054.3873,-4.375659,2.2067556,21
SRR11605054.3874,-0.4722552,0.2809549,22
SRR11605054.3875,4.4501195,1.473735,23
SRR11605054.3876,1.0042052,-12.0983515,8
SRR11605054.3877,-12.116778,0.501937,2
SRR11605054.3878,2.7647548,-8.293559,7
SRR11605054.3879,6.5355935,-4.6923013,-1
SRR11605054.3880,-0.78766847,-12.043292,8
SRR11605054.3881,-8.159817,0.7831582,20
SRR11605054.3882,-9.770855,-2.4024994,5
SRR11605054.3883,13.980016,2.0163722,13
SRR11605054.3884,5.045594,-0.13049355,23
SRR11605054.3885,-2.7751126,-8.226326,4
SRR11605054.3886,-12.19262,4.7227798,1
SRR11605054.3887,8.722739,-4.576706,11
SRR11605054.3888,-0.472261,0.28076088,22
SRR11605054.3889,2.2195826,-12.475531,8
SRR11605054.3890,9.829738,0.97539324,-1
SRR11605054.3891,-9.2100115,-3.2794724,5
SRR11605054.3892,-3.510582,-8.299657,4
SRR11605054.3893,-7.805919,0.80408466,20
SRR11605054.3894,-8.939895,8.727732,18
SRR11605054.3895,-11.46861,5.254456,1
SRR11605054.3896,2.544637,-10.803765,8
SRR11605054.3897,-2.3492157,-7.935304,4
SRR11605054.3898,1.1302159,-8.339746,-1
SRR11605054.3899,-8.019105,8.692519,18
SRR11605054.3900,-5.598865,1.5257685,21
SRR11605054.3901,-0.47295085,0.280587,22
SRR11605054.3902,-11.2483635,-2.7802453,5
SRR11605054.3903,2.891422,4.937728,10
SRR11605054.3904,-0.3916376,-10.931162,8
SRR11605054.3905,13.543379,1.6382345,13
SRR11605054.3906,-5.738824,-7.1261206,-1
SRR11605054.3907,2.805689,0.79206574,22
SRR11605054.3908,-5.3155093,5.428644,17
SRR11605054.3909,-3.7966824,-8.312415,4
SRR11605054.3910,1.1442614,-10.952802,8
SRR11605054.3911,14.222852,-0.329092,-1
SRR11605054.3912,4.450097,1.4737309,23
SRR11605054.3913,6.288234,0.83914596,23
SRR11605054.3914,4.4501095,1.473731,23
SRR11605054.3915,-0.47236723,0.28092852,22
SRR11605054.3916,-7.44654,4.7276826,17
SRR11605054.3917,-6.276019,-0.48953134,-1
